,airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
2987,ODN,ODN,Long Seridan Airport,Long Seridan,Malaysia,3.967,115.05,MYR,0.2566,3.9024
2988,MKM,MKM,Mukah Airport,Mukah,Malaysia,2.90639,112.08,MYR,0.2566,3.9024
2989,BKM,BKM,Bakalalan Airport,Bakalalan,Malaysia,3.9739999999999998,115.618,MYR,0.2566,3.9024
2990,LWY,LWY,Lawas Airport,Lawas,Malaysia,4.84917,115.40799999999999,MYR,0.2566,3.9024
2991,BBN,BBN,Bario Airport,Bario,Malaysia,3.73389,115.479,MYR,0.2566,3.9024
2992,TMG,TMG,Tomanggong Airport,Tomanggong,Malaysia,5.4,118.65,MYR,0.2566,3.9024
2993,KUD,KUD,Kudat Airport,Kudat,Malaysia,6.9225,116.836,MYR,0.2566,3.9024
2994,PKG,PKG,Pulau Pangkor Airport,Pangkor Island,Malaysia,4.24472,100.553,MYR,0.2566,3.9024
2995,TGC,TGC,Tanjung Manis Airport,Tanjung Manis,Malaysia,2.17784,111.20200000000001,MYR,0.2566,3.9024
2996,LKH,LKH,Long Akah Airport,Long Akah,Malaysia,3.3,114.78299999999999,MYR,0.2566,3.9024
2997,LAC,LAC,Layang Layang Airport,Layang Layang Atoll,Malaysia,7.372222,113.84166699999999,MYR,0.2566,3.9024
2998,ZWR,ZWR,Kota Kinabalu Airport,Kota Kinabalu,Malaysia,11.1111,11.1111,MYR,0.2566,3.9024
2999,XKL,XKL,Sentral,Kuala Lumpur,Malaysia,3.134,101.686,MYR,0.2566,3.9024
3000,BEW,BEW,Beira,Beira,Mozambique,-19.796419,34.907556,MZN,0.028069999999999998,35.9438
3001,INH,INH,Inhambane,Inhambane,Mozambique,-23.876431,35.408544,MZN,0.028069999999999998,35.9438
3002,VXC,VXC,Lichinga,Lichinga,Mozambique,-13.273985999999999,35.266262,MZN,0.028069999999999998,35.9438
3003,MPM,MPM,Maputo,Maputo,Mozambique,-25.920835999999998,32.572606,MZN,0.028069999999999998,35.9438
3004,MZB,MZB,Mocimboa Da Praia,Mocimboa Da Praia,Mozambique,-11.361789,40.354875,MZN,0.028069999999999998,35.9438
3005,MNC,MNC,Nacala,Nacala,Mozambique,-14.488233,40.71225,MZN,0.028069999999999998,35.9438
3006,APL,APL,Nampula,Nampula,Mozambique,-15.105610999999998,39.2818,MZN,0.028069999999999998,35.9438
3007,POL,POL,Pemba,Pemba,Mozambique,-12.986753,40.522492,MZN,0.028069999999999998,35.9438
3008,UEL,UEL,Quelimane,Quelimane,Mozambique,-17.8555,36.869106,MZN,0.028069999999999998,35.9438
3009,TET,TET,Tete Chingodzi,Tete,Mozambique,-16.104817,33.640181,MZN,0.028069999999999998,35.9438
3010,VNX,VNX,Vilankulo,Vilankulu,Mozambique,-22.018431,35.313297,MZN,0.028069999999999998,35.9438
3011,VPY,VPY,Chimoio Airport,Chimoio,Mozambique,-19.151267,33.428958,MZN,0.028069999999999998,35.9438
3012,BZB,BZB,Bazaruto Island Airport,Bazaruto Island,Mozambique,-21.542778,35.473056,MZN,0.028069999999999998,35.9438
3013,BCW,BCW,Benguera Island Airport,Benguera Island,Mozambique,-21.849167,35.436944,MZN,0.028069999999999998,35.9438
3014,IBL,IBL,Indigo Bay Lodge Airport,Indigo Bay Lodge,Mozambique,-21.707222,35.452222,MZN,0.028069999999999998,35.9438
3015,FXO,FXO,Cuamba,Cuamba,Mozambique,-14.8175,36.528333,MZN,0.028069999999999998,35.9438
3016,ABV,ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria,9.006791999999999,7.263172,NGN,0.00479,212.90900000000002
3017,AKR,AKR,Akure,Akure,Nigeria,7.246739,5.301008,NGN,0.00479,212.90900000000002
3018,BNI,BNI,Benin,Benin,Nigeria,6.316981,5.5995029999999995,NGN,0.00479,212.90900000000002
3019,CBQ,CBQ,Calabar,Calabar,Nigeria,4.976019,8.347197,NGN,0.00479,212.90900000000002
3020,ENU,ENU,Enugu,Enugu,Nigeria,6.474272,7.561961,NGN,0.00479,212.90900000000002
3021,QUS,QUS,Gusau,Gusau,Nigeria,12.171667,6.696111,NGN,0.00479,212.90900000000002
3022,IBA,IBA,Ibadan,Ibadan,Nigeria,7.362458,3.978333,NGN,0.00479,212.90900000000002
3023,ILR,ILR,Ilorin,Ilorin,Nigeria,8.440211,4.493919,NGN,0.00479,212.90900000000002
3024,JOS,JOS,Yakubu Gowon,Jos,Nigeria,9.639828,8.86905,NGN,0.00479,212.90900000000002
3025,KAD,KAD,Kaduna,Kaduna,Nigeria,10.696025,7.320114,NGN,0.00479,212.90900000000002
3026,KAN,KAN,Mallam Aminu Intl,Kano,Nigeria,12.047589,8.524622,NGN,0.00479,212.90900000000002
3027,MIU,MIU,Maiduguri,Maiduguri,Nigeria,11.855347,13.08095,NGN,0.00479,212.90900000000002
3028,MDI,MDI,Makurdi,Makurdi,Nigeria,7.703883,8.613939,NGN,0.00479,212.90900000000002
3029,LOS,LOS,Murtala Muhammed,Lagos,Nigeria,6.577369,3.3211559999999998,NGN,0.00479,212.90900000000002
3030,MXJ,MXJ,Minna New,Minna,Nigeria,9.652172,6.462256,NGN,0.00479,212.90900000000002
3031,PHC,PHC,Port Harcourt Intl,Port Hartcourt,Nigeria,5.015494,6.949594,NGN,0.00479,212.90900000000002
3032,SKO,SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,12.916322000000001,5.207189,NGN,0.00479,212.90900000000002
3033,YOL,YOL,Yola,Yola,Nigeria,9.257553,12.430422,NGN,0.00479,212.90900000000002
3034,ZAR,ZAR,Zaria,Zaria,Nigeria,11.130192,7.6858059999999995,NGN,0.00479,212.90900000000002
3035,QOW,QOW,Imo Airport,Imo,Nigeria,5.42706,7.20603,NGN,0.00479,212.90900000000002
3036,QRW,QRW,Warri Airport,Osubi,Nigeria,5.31,5.45,NGN,0.00479,212.90900000000002
3037,BEF,BEF,Bluefields,Bluefields,Nicaragua,11.990961,-83.774086,NIO,0.036180000000000004,28.6473
3038,MGA,MGA,Managua Intl,Managua,Nicaragua,12.141494,-86.168178,NIO,0.036180000000000004,28.6473
3039,PUZ,PUZ,Puerto Cabezas,Puerto Cabezas,Nicaragua,14.047194000000001,-83.38672199999999,NIO,0.036180000000000004,28.6473
3040,RNI,RNI,Corn Island Airport,Corn Island,Nicaragua,12.168611,-83.0675,NIO,0.036180000000000004,28.6473
3041,BZA,BZA,Bonanza Airport,Bonanza,Nicaragua,14.041667000000002,-84.630556,NIO,0.036180000000000004,28.6473
3042,RFS,RFS,Rosita Airport,Rosita,Nicaragua,13.897222,-84.40472199999999,NIO,0.036180000000000004,28.6473
3043,SIU,SIU,Siuna Airport,Siuna,Nicaragua,13.716667000000001,-84.776944,NIO,0.036180000000000004,28.6473
3044,WSP,WSP,Waspam Airport,Waspam,Nicaragua,14.737778,-83.975833,NIO,0.036180000000000004,28.6473
3045,AES,AES,Vigra,Alesund,Norway,62.560371999999994,6.110164,NOK,0.1155,8.6683
3046,ANX,ANX,Andenes,Andoya,Norway,69.2925,16.144167000000003,NOK,0.1155,8.6683
3047,ALF,ALF,Alta,Alta,Norway,69.976111,23.371667000000002,NOK,0.1155,8.6683
3048,BNN,BNN,Bronnoy,Bronnoysund,Norway,65.461111,12.2175,NOK,0.1155,8.6683
3049,BOO,BOO,Bodo,Bodo,Norway,67.26916700000001,14.365278,NOK,0.1155,8.6683
3050,BGO,BGO,Flesland,Bergen,Norway,60.293386,5.218141999999999,NOK,0.1155,8.6683
3051,BJF,BJF,Batsfjord,Batsfjord,Norway,70.600278,29.6925,NOK,0.1155,8.6683
3052,KRS,KRS,Kjevik,Kristiansand,Norway,58.204214,8.085369,NOK,0.1155,8.6683
3053,BDU,BDU,Bardufoss,Bardufoss,Norway,69.055758,18.540356,NOK,0.1155,8.6683
3054,EVE,EVE,Evenes,Harstad/Narvik,Norway,68.4913,16.678107999999998,NOK,0.1155,8.6683
3055,VDB,VDB,Leirin,Fagernes,Norway,61.015556000000004,9.288056,NOK,0.1155,8.6683
3056,FRO,FRO,Floro,Floro,Norway,61.583611,5.024722,NOK,0.1155,8.6683
3057,OSL,OSL,Gardermoen,Oslo,Norway,60.193917000000006,11.100361,NOK,0.1155,8.6683
3058,HAU,HAU,Karmoy,Haugesund,Norway,59.34526700000001,5.2083639999999995,NOK,0.1155,8.6683
3059,HAA,HAA,Hasvik,Hasvik,Norway,70.486675,22.139744,NOK,0.1155,8.6683
3060,KSU,KSU,Kvernberget,Kristiansund,Norway,63.11178100000001,7.824522,NOK,0.1155,8.6683
3061,KKN,KKN,Hoybuktmoen,Kirkenes,Norway,69.72578100000001,29.891295,NOK,0.1155,8.6683
3062,FAN,FAN,Lista,Farsund,Norway,58.099486,6.62605,NOK,0.1155,8.6683
3063,MOL,MOL,Aro,Molde,Norway,62.744721999999996,7.2625,NOK,0.1155,8.6683
3064,MJF,MJF,Kjaerstad,Mosjoen,Norway,65.783997,13.214914000000002,NOK,0.1155,8.6683
3065,LKL,LKL,Banak,Lakselv,Norway,70.068814,24.973489,NOK,0.1155,8.6683
3066,NTB,NTB,Notodden,Notodden,Norway,59.56568299999999,9.212222,NOK,0.1155,8.6683
3067,OLA,OLA,Orland,Orland,Norway,63.698907999999996,9.604003,NOK,0.1155,8.6683
3068,RRS,RRS,Roros,Roros,Norway,62.578410999999996,11.342347,NOK,0.1155,8.6683
3069,RYG,RYG,Moss,Rygge,Norway,59.378932999999996,10.785389,NOK,0.1155,8.6683
3070,LYR,LYR,Longyear,Svalbard,Norway,78.246111,15.465556,NOK,0.1155,8.6683
3071,SKE,SKE,Geiteryggen,Skien,Norway,59.185,9.566944,NOK,0.1155,8.6683
3072,SRP,SRP,Sorstokken,Stord,Norway,59.791925,5.34085,NOK,0.1155,8.6683
3073,SSJ,SSJ,Stokka,Sandnessjoen,Norway,65.956828,12.468944,NOK,0.1155,8.6683
3074,TOS,TOS,Langnes,Tromso,Norway,69.68333299999999,18.918919,NOK,0.1155,8.6683
3075,TRF,TRF,Torp,Sandefjord,Norway,59.186703,10.258628,NOK,0.1155,8.6683
3076,TRD,TRD,Vaernes,Trondheim,Norway,63.457556000000004,10.92425,NOK,0.1155,8.6683
3077,SVG,SVG,Sola,Stavanger,Norway,58.876778,5.637856,NOK,0.1155,8.6683
3078,GEN,GEN,Gardermoen Airport,Oslo,Norway,60.1939,11.1004,NOK,0.1155,8.6683
3079,SKN,SKN,Skagen,Stokmarknes,Norway,68.580833,15.026110999999998,NOK,0.1155,8.6683
3080,HFT,HFT,Hammerfest Airport,Hammerfest,Norway,70.679722,23.668889,NOK,0.1155,8.6683
3081,HVG,HVG,Valan,Honningsvag,Norway,70.99,25.83,NOK,0.1155,8.6683
3082,MEH,MEH,Mehamn,Mehamn,Norway,71.02972199999999,27.826666999999997,NOK,0.1155,8.6683
3083,VDS,VDS,Airport,Vadso,Norway,70.065,29.844,NOK,0.1155,8.6683
3084,HOV,HOV,Hovden,Orsta-Volda,Norway,62.18,6.0742,NOK,0.1155,8.6683
3085,NVK,NVK,Framnes,Narvik,Norway,68.435833,17.388056,NOK,0.1155,8.6683
3086,BVG,BVG,Berlevag,Berlevag,Norway,70.866667,29.0,NOK,0.1155,8.6683
3087,FBU,FBU,Fornebu,Oslo,Norway,59.88333299999999,10.616667,NOK,0.1155,8.6683
3088,FDE,FDE,Forde Bringeland,Forde,Norway,61.391999999999996,5.763,NOK,0.1155,8.6683
3089,VRY,VRY,Værøy Heliport,Værøy,Norway,67.6667,12.6833,NOK,0.1155,8.6683
3090,VAW,VAW,Svartnes Airport,Vardø,Norway,70.35539200000001,31.044889,NOK,0.1155,8.6683
3091,SOJ,SOJ,Sorkjosen Airport,Sorkjosen,Norway,69.7868,20.9594,NOK,0.1155,8.6683
3092,SVJ,SVJ,Svolvær Helle Airport,Svolvær,Norway,68.2433,14.6692,NOK,0.1155,8.6683
3093,SOG,SOG,Sogndal Airport,Sogndal,Norway,61.1561,7.13778,NOK,0.1155,8.6683
3094,SDN,SDN,Anda Airport,Sandane,Norway,61.83,6.10583,NOK,0.1155,8.6683
3095,RET,RET,Røst Airport,Røst,Norway,67.5278,12.1033,NOK,0.1155,8.6683
3096,RVK,RVK,Ryum Airport,Rørvik,Norway,64.8383,11.1461,NOK,0.1155,8.6683
3097,MQN,MQN,Røssvoll Airport,Mo i Rana,Norway,66.3639,14.3014,NOK,0.1155,8.6683
3098,OSY,OSY,Namsos Høknesøra Airport,Namsos,Norway,64.4722,11.5786,NOK,0.1155,8.6683
3099,LKN,LKN,Leknes Airport,Leknes,Norway,68.1525,13.6094,NOK,0.1155,8.6683
3100,ZXB,ZXB,Jan Mayensfield,Jan Mayen,Norway,70.961111,-8.575833,NOK,0.1155,8.6683
3101,HMR,HMR,Stafsberg Airport,Hamar,Norway,60.8181,11.068,NOK,0.1155,8.6683
3102,BWA,BWA,Bhairahawa,Bhairawa,Nepal,27.505703000000004,83.41625,NPR,0.00953,108.36
3103,KTM,KTM,Tribhuvan Intl,Kathmandu,Nepal,27.696583,85.3591,NPR,0.00953,108.36
3104,PKR,PKR,Pokhara,Pokhara,Nepal,28.200881,83.982056,NPR,0.00953,108.36
3105,SIF,SIF,Simara,Simara,Nepal,27.159456,84.980122,NPR,0.00953,108.36
3106,BIR,BIR,Biratnagar,Biratnagar,Nepal,26.481453000000002,87.264036,NPR,0.00953,108.36
3107,LUA,LUA,Lukla,Lukla,Nepal,27.687778,86.73138900000001,NPR,0.00953,108.36
3108,BHP,BHP,Bhojpur,Bhojpur,Nepal,27.14743,87.05081899999999,NPR,0.00953,108.36
3109,LDN,LDN,Lamidanda,Lamidanda,Nepal,27.253117,86.67004399999999,NPR,0.00953,108.36
3110,JMO,JMO,Jomsom,Jomsom,Nepal,28.782221999999997,83.7225,NPR,0.00953,108.36
3111,NGX,NGX,Manang,Manang,Nepal,28.633000000000003,84.0,NPR,0.00953,108.36
3112,PPL,PPL,Phaplu,Phaplu,Nepal,27.517,86.6,NPR,0.00953,108.36
3113,TMK,TMK,Thamkharka,Thamkharka,Nepal,27.052221999999997,86.861944,NPR,0.00953,108.36
3114,RUM,RUM,Rumjatar,Rumjatar,Nepal,27.303509000000002,86.55043,NPR,0.00953,108.36
3115,DNP,DNP,Tulsipur,Dang,Nepal,28.111110999999998,82.294167,NPR,0.00953,108.36
3116,RUK,RUK,Rukumkot,Rukumkot,Nepal,28.627,82.195,NPR,0.00953,108.36
3117,JUM,JUM,Jumla,Jumla,Nepal,29.274167,82.193333,NPR,0.00953,108.36
3118,HRJ,HRJ,Chaurjhari,Chaurjhari,Nepal,28.0,83.833,NPR,0.00953,108.36
3119,TPJ,TPJ,Taplejung,Taplejung,Nepal,27.35,84.667,NPR,0.00953,108.36
3120,TMI,TMI,Tumling Tar,Tumling Tar,Nepal,27.315,87.193333,NPR,0.00953,108.36
3121,SKH,SKH,Surkhet,Surkhet,Nepal,28.586,81.63600000000001,NPR,0.00953,108.36
3122,IMK,IMK,Simikot,Simikot,Nepal,29.971064000000002,81.81893199999999,NPR,0.00953,108.36
3123,DOP,DOP,Dolpa,Dolpa,Nepal,28.985718,82.81914499999999,NPR,0.00953,108.36
3124,BJH,BJH,Bajhang,Bajhang,Nepal,29.53896,81.185364,NPR,0.00953,108.36
3125,DHI,DHI,Dhangarhi,Dhangarhi,Nepal,28.753333,80.581944,NPR,0.00953,108.36
3126,MWP,MWP,Mountain Airport,Mountain,Nepal,28.0,85.333,NPR,0.00953,108.36
3127,BHR,BHR,Bharatpur Airport,Bharatpur,Nepal,27.6781,84.4294,NPR,0.00953,108.36
3128,BDP,BDP,Chandragadhi Airport,Chandragarhi,Nepal,26.570821999999996,88.079578,NPR,0.00953,108.36
3129,MEY,MEY,Meghauli Airport,Meghauli,Nepal,27.583000000000002,84.23299999999999,NPR,0.00953,108.36
3130,KEP,KEP,Nepalgunj Airport,Nepalgunj,Nepal,28.103633000000002,81.667006,NPR,0.00953,108.36
3131,RHP,RHP,Ramechhap,Ramechhap,Nepal,27.394005,86.06144,NPR,0.00953,108.36
3132,SYH,SYH,Syangboche,Syangboche,Nepal,27.811187,86.712661,NPR,0.00953,108.36
3133,BJU,BJU,Bajura Airport,Bajura,Nepal,29.506109999999996,81.66944000000001,NPR,0.00953,108.36
3134,AIT,AIT,Aitutaki,Aitutaki,Cook Islands,-18.830922,-159.76423300000002,NZD,0.6989,1.4315
3135,RAR,RAR,Rarotonga Intl,Avarua,Cook Islands,-21.202739,-159.805556,NZD,0.6989,1.4315
3136,PYE,PYE,Penrhyn Island Airport,Penrhyn Island,Cook Islands,-9.00667,-158.037,NZD,0.6989,1.4315
3137,MOI,MOI,Mitiaro Island Airport,Mitiaro Island,Cook Islands,-19.8425,-157.703,NZD,0.6989,1.4315
3138,MUK,MUK,Mauke Airport,Mauke Island,Cook Islands,-20.1361,-157.345,NZD,0.6989,1.4315
3139,MHX,MHX,Manihiki Island Airport,Manihiki Island,Cook Islands,-10.3767,-161.002,NZD,0.6989,1.4315
3140,MGS,MGS,Mangaia Island Airport,Mangaia Island,Cook Islands,-21.8956,-157.905,NZD,0.6989,1.4315
3141,AIU,AIU,Atiu Island Airport,Atiu Island,Cook Islands,-19.9678,-158.119,NZD,0.6989,1.4315
3142,AKL,AKL,Auckland Intl,Auckland,New Zealand,-37.008055999999996,174.791667,NZD,0.6989,1.4315
3143,TUO,TUO,Taupo,Taupo,New Zealand,-38.739723,176.084444,NZD,0.6989,1.4315
3144,AMZ,AMZ,Ardmore,Ardmore,New Zealand,-37.029722,174.973333,NZD,0.6989,1.4315
3145,CHC,CHC,Christchurch Intl,Christchurch,New Zealand,-43.489358,172.532225,NZD,0.6989,1.4315
3146,CHT,CHT,Chatham Islands,Chatham Island,New Zealand,-43.81,-176.457222,NZD,0.6989,1.4315
3147,DUD,DUD,Dunedin,Dunedin,New Zealand,-45.928055,170.19833300000002,NZD,0.6989,1.4315
3148,GIS,GIS,Gisborne,Gisborne,New Zealand,-38.663333,177.97833300000002,NZD,0.6989,1.4315
3149,MON,MON,Glentanner,Glentanner,New Zealand,-43.906665999999994,170.128333,NZD,0.6989,1.4315
3150,HKK,HKK,Hokitika,Hokitika,New Zealand,-42.713611,170.985278,NZD,0.6989,1.4315
3151,HLZ,HLZ,Hamilton,Hamilton,New Zealand,-37.866661,175.332056,NZD,0.6989,1.4315
3152,KKE,KKE,Kerikeri,Kerikeri,New Zealand,-35.262778999999995,173.911944,NZD,0.6989,1.4315
3153,KAT,KAT,Kaitaia,Kaitaia,New Zealand,-35.07,173.285278,NZD,0.6989,1.4315
3154,ALR,ALR,Alexandra,Alexandra,New Zealand,-45.211665999999994,169.373333,NZD,0.6989,1.4315
3155,GTN,GTN,Mount Cook,Mount Cook,New Zealand,-43.764998999999996,170.133333,NZD,0.6989,1.4315
3156,TEU,TEU,Manapouri,Manapouri,New Zealand,-45.533056,167.65,NZD,0.6989,1.4315
3157,MRO,MRO,Masterton,Masterton,New Zealand,-40.973333000000004,175.633611,NZD,0.6989,1.4315
3158,NPL,NPL,New Plymouth,New Plymouth,New Zealand,-39.008611,174.179167,NZD,0.6989,1.4315
3159,NSN,NSN,Nelson,Nelson,New Zealand,-41.298333,173.221111,NZD,0.6989,1.4315
3160,IVC,IVC,Invercargill,Invercargill,New Zealand,-46.412408,168.31299199999998,NZD,0.6989,1.4315
3161,OAM,OAM,Oamaru,Oamaru,New Zealand,-44.97,171.08166699999998,NZD,0.6989,1.4315
3162,PMR,PMR,Palmerston North,Palmerston North,New Zealand,-40.320555999999996,175.616944,NZD,0.6989,1.4315
3163,PPQ,PPQ,Paraparaumu,Paraparaumu,New Zealand,-40.904722,174.98916699999998,NZD,0.6989,1.4315
3164,ZQN,ZQN,Queenstown,Queenstown International,New Zealand,-45.021111,168.73916699999998,NZD,0.6989,1.4315
3165,ROT,ROT,Rotorua,Rotorua,New Zealand,-38.109167,176.317222,NZD,0.6989,1.4315
3166,TRG,TRG,Tauranga,Tauranga,New Zealand,-37.671944,176.19611,NZD,0.6989,1.4315
3167,TIU,TIU,Timaru,Timaru,New Zealand,-44.302778,171.225278,NZD,0.6989,1.4315
3168,BHE,BHE,Woodbourne,Woodbourne,New Zealand,-41.518333,173.870278,NZD,0.6989,1.4315
3169,WKA,WKA,Wanaka,Wanaka,New Zealand,-44.722221999999995,169.245556,NZD,0.6989,1.4315
3170,WHK,WHK,Whakatane,Whakatane,New Zealand,-37.920556,176.914167,NZD,0.6989,1.4315
3171,WLG,WLG,Wellington Intl,Wellington,New Zealand,-41.327221,174.80527800000002,NZD,0.6989,1.4315
3172,WRE,WRE,Whangarei,Whangarei,New Zealand,-35.768333,174.365,NZD,0.6989,1.4315
3173,WSZ,WSZ,Westport,Westport,New Zealand,-41.738056,171.580833,NZD,0.6989,1.4315
3174,WAG,WAG,Wanganui,Wanganui,New Zealand,-39.962222,175.02527800000001,NZD,0.6989,1.4315
3175,GBZ,GBZ,Great Barrier Island,Claris,New Zealand,-36.1429,175.2819,NZD,0.6989,1.4315
3176,MFN,MFN,Milford Sound Airport,Milford Sound,New Zealand,-44.67333,167.92333,NZD,0.6989,1.4315
3177,NPE,NPE,Napier,NAPIER,New Zealand,-39.465833,176.87,NZD,0.6989,1.4315
3178,KBZ,KBZ,Kaikoura,Kaikoura,New Zealand,-42.416668,173.68333,NZD,0.6989,1.4315
3179,PCN,PCN,Koromiko,Picton,New Zealand,-41.348333000000004,173.955278,NZD,0.6989,1.4315
3180,SZS,SZS,Ryans Creek Aerodrome,Stewart Island,New Zealand,-46.899693,168.10159199999998,NZD,0.6989,1.4315
3181,WTZ,WTZ,Whitianga Airport,Whitianga,New Zealand,-36.835833,175.700278,NZD,0.6989,1.4315
3182,KTF,KTF,Takaka Aerodrome,Takaka,New Zealand,-40.85,172.8,NZD,0.6989,1.4315
3183,FGL,FGL,Fox Glacier Airstrip,Fox Glacier,New Zealand,-43.4,170.033,NZD,0.6989,1.4315
3184,MZP,MZP,Motueka,Motueka,New Zealand,-41.123298999999996,172.988998,NZD,0.6989,1.4315
3185,IUE,IUE,Niue International Airport,Alofi,Niue,-19.080028,-169.925639,NZD,0.6989,1.4315
3186,KHS,KHS,Khasab,Khasab,Oman,26.170986,56.240568999999994,OMR,2.4741,0.4073
3187,MSH,MSH,Masirah,Masirah,Oman,20.675434,58.890467,OMR,2.4741,0.4073
3188,MCT,MCT,Seeb Intl,Muscat,Oman,23.593278,58.28444399999999,OMR,2.4741,0.4073
3189,SLL,SLL,Salalah,Salalah,Oman,17.038719,54.091297,OMR,2.4741,0.4073
3190,TTH,TTH,Thumrait,Thumrait,Oman,17.666,54.024612,OMR,2.4741,0.4073
3191,OMM,OMM,Marmul,Marmul,Oman,18.133333,55.266666,OMR,2.4741,0.4073
3192,PCL,PCL,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,-8.377939,-74.574297,PEN,0.3112,3.3397
3193,CHM,CHM,Teniente Jaime A De Montreuil Morales,Chimbote,Peru,-9.149614,-78.52385,PEN,0.3112,3.3397
3194,CIX,CIX,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru,-6.787475,-79.828097,PEN,0.3112,3.3397
3195,AYP,AYP,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,-13.154819,-74.204417,PEN,0.3112,3.3397
3196,ANS,ANS,Andahuaylas,Andahuaylas,Peru,-13.706407999999998,-73.350378,PEN,0.3112,3.3397
3197,ATA,ATA,Comandante Fap German Arias Graziani,Anta,Peru,-9.347444,-77.598392,PEN,0.3112,3.3397
3198,LIM,LIM,Jorge Chavez Intl,Lima,Peru,-12.021889,-77.114319,PEN,0.3112,3.3397
3199,JJI,JJI,Juanjui,Juanjui,Peru,-7.1691,-76.728561,PEN,0.3112,3.3397
3200,JUL,JUL,Juliaca,Juliaca,Peru,-15.467103,-70.158169,PEN,0.3112,3.3397
3201,TBP,TBP,Pedro Canga,Tumbes,Peru,-3.5525279999999997,-80.38135600000001,PEN,0.3112,3.3397
3202,YMS,YMS,Moises Benzaquen Rengifo,Yurimaguas,Peru,-5.893772,-76.118211,PEN,0.3112,3.3397
3203,CHH,CHH,Chachapoyas,Chachapoyas,Peru,-6.2018059999999995,-77.856064,PEN,0.3112,3.3397
3204,IQT,IQT,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,-3.784739,-73.308806,PEN,0.3112,3.3397
3205,AQP,AQP,Rodriguez Ballon,Arequipa,Peru,-16.341072,-71.583083,PEN,0.3112,3.3397
3206,TRU,TRU,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,-8.081411,-79.108761,PEN,0.3112,3.3397
3207,PIO,PIO,Pisco Intl,Pisco,Peru,-13.744864000000002,-76.22028399999999,PEN,0.3112,3.3397
3208,TPP,TPP,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,-6.508742,-76.37324699999999,PEN,0.3112,3.3397
3209,TCQ,TCQ,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,-18.053333,-70.27583299999999,PEN,0.3112,3.3397
3210,PEM,PEM,Padre Aldamiz,Puerto Maldonado,Peru,-12.613611,-69.228611,PEN,0.3112,3.3397
3211,PIU,PIU,Capitan Fap Guillermo Concha Iberico,Piura,Peru,-5.20575,-80.616444,PEN,0.3112,3.3397
3212,TYL,TYL,Capitan Montes,Talara,Peru,-4.576639,-81.254139,PEN,0.3112,3.3397
3213,CUZ,CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,-13.535722,-71.938781,PEN,0.3112,3.3397
3214,NZA,NZA,Maria Reiche Neuman Airport,Nazca,Peru,-14.854192000000001,-74.961811,PEN,0.3112,3.3397
3215,CJA,CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,-7.139183,-78.4894,PEN,0.3112,3.3397
3216,HUU,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-9.878811,-76.204797,PEN,0.3112,3.3397
3217,LHC,LHC,Caballococha Airport,Caballococha,Peru,-3.9168580000000004,-70.508225,PEN,0.3112,3.3397
3218,MFT,MFT,Machu Pichu Airport,Machu Pichu,Peru,-13.1167,-72.5667,PEN,0.3112,3.3397
3219,GKA,GKA,Goroka,Goroka,Papua New Guinea,-6.081689,145.391881,PGK,0.3675,2.8817
3220,MAG,MAG,Madang,Madang,Papua New Guinea,-5.207083,145.7887,PGK,0.3675,2.8817
3221,HGU,HGU,Mount Hagen,Mount Hagen,Papua New Guinea,-5.826789,144.295861,PGK,0.3675,2.8817
3222,LAE,LAE,Nadzab,Nadzab,Papua New Guinea,-6.569828,146.72624199999998,PGK,0.3675,2.8817
3223,POM,POM,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,-9.443383,147.22005,PGK,0.3675,2.8817
3224,WWK,WWK,Wewak Intl,Wewak,Papua New Guinea,-3.583828,143.669186,PGK,0.3675,2.8817
3225,WPM,WPM,Wipim Airport,Wipim,Papua New Guinea,-8.788219999999999,142.882,PGK,0.3675,2.8817
3226,VMU,VMU,Baimuru Airport,Baimuru,Papua New Guinea,-7.496860000000001,144.82,PGK,0.3675,2.8817
3227,UKU,UKU,Nuku Airport,Nuku,Papua New Guinea,-3.667,142.483,PGK,0.3675,2.8817
3228,TFI,TFI,Tufi Airport,Tufi,Papua New Guinea,-9.07595,149.32,PGK,0.3675,2.8817
3229,SKC,SKC,Suki Airport,Suki,Papua New Guinea,-8.033,141.717,PGK,0.3675,2.8817
3230,OPU,OPU,Balimo Airport,Balimo,Papua New Guinea,-8.05,142.933,PGK,0.3675,2.8817
3231,OBX,OBX,Obo Airport,Obo,Papua New Guinea,-7.582999999999999,141.317,PGK,0.3675,2.8817
